id,name,uri,artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1lv9cLxbJAmhh2ZME5nnEL,Lunar,spotify:track:1lv9cLxbJAmhh2ZME5nnEL,"Codeko, ",0.0156,0.596,0.941,0.000018,0.36,-3.838,0.0636,128.017,0.254
6UKQqrX26fiwC6ab7Subn2,Broken Roots,spotify:track:6UKQqrX26fiwC6ab7Subn2,"Michl, ",0.483,0.578,0.58,0.00232,0.289,-6.895,0.157,145.868,0.255
7COMDcdoMSxa2xl20MkYqj,Rude - Acoustic Version,spotify:track:7COMDcdoMSxa2xl20MkYqj,"Sweetfire, ",0.815,0.657,0.331,0,0.106,-7.181,0.0284,128.038,0.257
4yZXJYRVXsFdgGQ6kfn4Ne,On The Run,spotify:track:4yZXJYRVXsFdgGQ6kfn4Ne,"Ummet Ozcan, ",0.00956,0.701,0.916,0.854,0.673,-4.005,0.0402,128.052,0.257
4Tid4MwqgR1CfKCun3tFon,Kings of Summer (feat. Quinn XCII) - Single Version,spotify:track:4Tid4MwqgR1CfKCun3tFon,"ayokay, Quinn XCII, ",0.222,0.734,0.661,0.00000218,0.201,-6.705,0.0356,134.93,0.258
4KAnP9i0d87ibChqMKRZkI,Spacetunnel - Dyro Edit,spotify:track:4KAnP9i0d87ibChqMKRZkI,"Prism, Funkz, Dyro, ",0.000164,0.689,0.949,0.872,0.121,-3.188,0.189,127.954,0.258
4H8rKQSD1a8qgG8Jwy82MR,Gold Dust - East & Young Remix,spotify:track:4H8rKQSD1a8qgG8Jwy82MR,"Galantis, East, Young, ",0.00142,0.667,0.861,0.00988,0.0613,-4.53,0.0482,126,0.263
2k1sEEoUebAN29eplC6goI,Gasoline,spotify:track:2k1sEEoUebAN29eplC6goI,"Noah Neiman, Matthew Steeper, ",0.00114,0.464,0.945,0,0.159,-2.334,0.408,127.973,0.263
5TGZ9gUY5LoJLxDg7B5H7w,Summertime Of Our Lives,spotify:track:5TGZ9gUY5LoJLxDg7B5H7w,"Cody Simpson, ",0.274,0.618,0.504,0,0.105,-7.571,0.0347,138.031,0.264
7ilS0BPWS8ek2P2GaxH3cP,When We Were Young,spotify:track:7ilS0BPWS8ek2P2GaxH3cP,"Adele, ",0.303,0.377,0.595,0,0.095,-5.936,0.0489,144.464,0.264
4VcCAbIwuMaIFzokHrrebn,Take The Night Off,spotify:track:4VcCAbIwuMaIFzokHrrebn,"Laura Marling, ",0.873,0.299,0.11,0.0303,0.117,-17.991,0.0428,166.58,0.264
5CikXMkcokdfbEcGpUHxnl,Voltage,spotify:track:5CikXMkcokdfbEcGpUHxnl,"Danny Avila, ",0.00432,0.618,0.912,0.214,0.428,-5.131,0.0646,128.018,0.264
3o2tw8emnaXFAIKBYdKW5T,Northern Lights,spotify:track:3o2tw8emnaXFAIKBYdKW5T,"Bowerbirds, ",0.548,0.69,0.439,0.00117,0.163,-9.476,0.0289,114.118,0.265
0jg7dmKnwbJJCC8b03WGHq,Undercover - Yotto Radio Edit,spotify:track:0jg7dmKnwbJJCC8b03WGHq,"Lane 8, Matthew Dear, ",0.000874,0.595,0.729,0.449,0.0877,-7.714,0.0332,121.993,0.266
7BVwi9cIzSc6tpyxsp47vJ,Mess Is Mine,spotify:track:7BVwi9cIzSc6tpyxsp47vJ,"Vance Joy, ",0.047,0.595,0.723,0.0286,0.0995,-8.256,0.0349,108.043,0.267
059ACLUOyEcdruA2m9f2jd,Unstoppable,spotify:track:059ACLUOyEcdruA2m9f2jd,"Sia, ",0.112,0.468,0.779,0.000373,0.101,-4.839,0.0779,173.799,0.268
7fWSIddv6LJG8ZXJFNVQyi,Nothing Really Matters,spotify:track:7fWSIddv6LJG8ZXJFNVQyi,"Mr. Probz, ",0.888,0.404,0.225,0,0.111,-8.829,0.0363,135.075,0.268
2KI2QttuOK3cNG89XtMjDi,A Felicidade,spotify:track:2KI2QttuOK3cNG89XtMjDi,"Joyce, Roberta Sá, ",0.868,0.537,0.288,0,0.128,-11.126,0.0308,95.125,0.269
5z0rixDlXqm0iXZ1Zxz3YX,Digging Shelters,spotify:track:5z0rixDlXqm0iXZ1Zxz3YX,"Neil Halstead, ",0.851,0.5,0.273,0.147,0.109,-11.195,0.0335,76.462,0.269
1ykNjOQbYJgZE3pflVB9MN,The Sequel,spotify:track:1ykNjOQbYJgZE3pflVB9MN,"Wingspan, ",0.703,0.532,0.364,0.618,0.0602,-13.068,0.0297,127.166,0.271
4qqArAiTPueDxIp7cf87h7,Final Song,spotify:track:4qqArAiTPueDxIp7cf87h7,"MØ, ",0.014,0.695,0.672,0.0000844,0.0756,-6.109,0.0345,104.988,0.272
0QVyk0TL9lAnlfrT7R4X5M,Perfection,spotify:track:0QVyk0TL9lAnlfrT7R4X5M,"twoloud, Qulinez, ",0.00107,0.562,0.929,0.488,0.601,-2.899,0.0336,127.937,0.272
7xrA11O07xo57Bbg6p4hck,Body Say,spotify:track:7xrA11O07xo57Bbg6p4hck,"Demi Lovato, ",0.00589,0.63,0.74,0.00000153,0.248,-4.786,0.0381,87.01,0.274
1Tt4sE4pXi57mTD1GCzsqm,Needed Me,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,"Rihanna, ",0.107,0.688,0.325,0,0.0837,-8.083,0.251,110.888,0.274
217xrcrbBtgJhvlHicxTSH,Say It (feat. Tove Lo),spotify:track:217xrcrbBtgJhvlHicxTSH,"Flume, Tove Lo, ",0.0668,0.598,0.532,0.00000322,0.0617,-6.833,0.0295,74.963,0.275
7foafyqmJYUdhGBpIusueW,How Deep Is Your Love - Chris Lake Remix,spotify:track:7foafyqmJYUdhGBpIusueW,"Calvin Harris, Disciples, Chris Lake, ",0.00224,0.727,0.85,0.00843,0.412,-4.991,0.0425,121.973,0.275
79bw2HhGVzSJfLQloyYw6L,Aperture,spotify:track:79bw2HhGVzSJfLQloyYw6L,"Unison, ",0.0698,0.763,0.507,0.00000271,0.105,-6.292,0.196,128.107,0.275
7yUFShkmQUMjljLGJVGvAH,Talismã,spotify:track:7yUFShkmQUMjljLGJVGvAH,"Monique Kessous, Raimundo Fagner, ",0.344,0.661,0.55,0,0.418,-7.804,0.0342,119.915,0.276
3HrNKLtlJsMnJUFnbqCBNT,Irene,spotify:track:3HrNKLtlJsMnJUFnbqCBNT,"Rodrigo Amarante, ",0.974,0.547,0.124,0.631,0.105,-16.246,0.052,175.718,0.277
78HGVRo9dZj1KUyLi5RPQW,The Code - Radio Edit,spotify:track:78HGVRo9dZj1KUyLi5RPQW,"W&W, Ummet Ozcan, ",0.0034,0.677,0.911,0.847,0.314,-3.593,0.0799,128.04,0.278
1xXLNhxX57cZqLsDPlKZpc,The Walls Are Coming Down,spotify:track:1xXLNhxX57cZqLsDPlKZpc,"Fanfarlo, ",0.00679,0.546,0.74,0.0000334,0.0634,-5.631,0.0269,101.652,0.279
6F1kPSgdnlSzZRfskE9vaV,Lions in the Wild,spotify:track:6F1kPSgdnlSzZRfskE9vaV,"Martin Garrix, Third Party, ",0.00434,0.504,0.847,0,0.816,-6.81,0.0442,127.854,0.279
0e43YnIeghIkDOW146x3G5,E.V.P.,spotify:track:0e43YnIeghIkDOW146x3G5,"Blood Orange, ",0.00262,0.71,0.692,0.0128,0.132,-7.68,0.0568,104.983,0.28
5szmwG86IFASvYrca21MEz,Work Song,spotify:track:5szmwG86IFASvYrca21MEz,"Hozier, ",0.74,0.484,0.381,0.0000014,0.111,-10.732,0.0625,118.567,0.28
7H1e5MyIEbut4dBPSzmtgh,Desacato,spotify:track:7H1e5MyIEbut4dBPSzmtgh,"Claudia, ",0.539,0.623,0.327,0,0.405,-9.212,0.0346,118.811,0.281
2yrshNVUy2nUEmnBOc4eYS,Sweet Harmony,spotify:track:2yrshNVUy2nUEmnBOc4eYS,"DubVision, ",0.0065,0.686,0.969,0.718,0.0459,-3.247,0.0526,127.993,0.281
7fa1oiFqQFhlO8ghtLIGpR,Beautiful To Me,spotify:track:7fa1oiFqQFhlO8ghtLIGpR,"Shane Filan, ",0.368,0.688,0.415,0,0.116,-8.701,0.0308,88.499,0.282
0vwNpXR7SPHC5Ef7f5W4DA,Poison Cup,spotify:track:0vwNpXR7SPHC5Ef7f5W4DA,"M. Ward, ",0.333,0.453,0.559,0.0104,0.109,-9.466,0.0307,112.221,0.282
63OshgWbxCtI1WHb5C0Txd,Work - R3hab Remix,spotify:track:63OshgWbxCtI1WHb5C0Txd,"Rihanna, Drake, ",0.0101,0.716,0.786,0,0.319,-5.483,0.0612,100.002,0.283
61nmh5woqbQN6rWEv2j8lG,YEAHHHH,spotify:track:61nmh5woqbQN6rWEv2j8lG,"Firebeatz, ",0.00268,0.723,0.922,0.368,0.264,-4.175,0.0925,128.016,0.283
2fSIF8CJhoc9CJhF9vJDXp,Jolene,spotify:track:2fSIF8CJhoc9CJhF9vJDXp,"Ray LaMontagne, ",0.862,0.587,0.142,0.000162,0.0953,-15.196,0.0329,119.752,0.286
3JZ5bL6UYIeJ5x0SCXUQbO,Hands,spotify:track:3JZ5bL6UYIeJ5x0SCXUQbO,"Gareth Emery, Alastor, London Thor, ",0.0543,0.559,0.672,0.000243,0.281,-6.102,0.045,128.044,0.286
7Lwj4BttdzmwGIL5pigaMV,Have I Told You Lately - 2008 Remastered Version,spotify:track:7Lwj4BttdzmwGIL5pigaMV,"Rod Stewart, ",0.498,0.523,0.366,0,0.094,-14.069,0.0331,142.814,0.289
72xvRETEsd5hS1RfduciRi,Let Me Hold You (Turn Me On),spotify:track:72xvRETEsd5hS1RfduciRi,"Cheat Codes, Dante Klein, ",0.0992,0.681,0.774,0,0.35,-3.167,0.0787,102.924,0.289
78XHc4YZBHwdEI3W2iL86Q,Long Way Home,spotify:track:78XHc4YZBHwdEI3W2iL86Q,"Paris & Simo, Joey Dale, Brandon Lehti, ",0.00196,0.455,0.791,0,0.489,-3.996,0.0386,128.032,0.289
1t6zwEOPQUz9QIjlwZ5UGF,Line Of Fire,spotify:track:1t6zwEOPQUz9QIjlwZ5UGF,"Junip, ",0.472,0.484,0.75,0.523,0.111,-8.033,0.0417,90.377,0.29
5x0knlH4sCOHjw2GjEZPEB,London Blues,spotify:track:5x0knlH4sCOHjw2GjEZPEB,"Brad Mehldau, ",0.702,0.455,0.255,0.894,0.0591,-18.989,0.0492,79.761,0.291
2cZrrQMjB63c0iIugYH9zS,Rain Over Me,spotify:track:2cZrrQMjB63c0iIugYH9zS,"Pitbull, Marc Anthony, ",0.00416,0.61,0.906,0,0.758,-2.117,0.0647,127.917,0.291
1MDoll6jK4rrk2BcFRP5i7,Hello,spotify:track:1MDoll6jK4rrk2BcFRP5i7,"Adele, ",0.329,0.471,0.431,0,0.0854,-6.129,0.0342,157.98,0.293
4QXtZtoM3LDfdi37lL7CcA,O Amor Em Paz,spotify:track:4QXtZtoM3LDfdi37lL7CcA,"Chico Buarque, ",0.814,0.651,0.269,0.118,0.152,-15.785,0.0273,102.066,0.293
3ASn2iE7F4HvA8XyRbJ4tS,Sea Of Love,spotify:track:3ASn2iE7F4HvA8XyRbJ4tS,"Langhorne Slim, Jill Andrews, ",0.904,0.538,0.272,0.000613,0.108,-10.783,0.0381,118.382,0.293
4U45aEWtQhrm8A5mxPaFZ7,Vienna,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,"Billy Joel, ",0.659,0.532,0.495,0,0.0754,-6.662,0.0343,124.936,0.295
2ig0x2zNvcOugS1Z0YCnHb,Is It Love,spotify:track:2ig0x2zNvcOugS1Z0YCnHb,"3LAU, Yeah Boy, ",0.0671,0.643,0.742,0.00379,0.161,-7.2,0.0412,125.001,0.296
3dhLTGgw1EvjXExJYxTfWw,Devil's Spoke,spotify:track:3dhLTGgw1EvjXExJYxTfWw,"Laura Marling, ",0.473,0.447,0.568,0.00028,0.0824,-9.172,0.0423,117.561,0.298
3KY1mFxjBqfRJoKjOgsTAq,Landmines,spotify:track:3KY1mFxjBqfRJoKjOgsTAq,"Pierce Fulton, J Hart, ",0.0266,0.48,0.853,0,0.118,-3.508,0.0753,127.94,0.299
4dn6rw5Ze1uWrLm1uOk1gu,Stockholm Sweetnin',spotify:track:4dn6rw5Ze1uWrLm1uOk1gu,"Scott Hamilton, Jesper Lundgaard, Jan Lundgren, Kristian Leth, ",0.838,0.602,0.302,0.907,0.113,-11.627,0.0427,119.758,0.3
52wTKeWYVIAtSESw0haRB1,LUV,spotify:track:52wTKeWYVIAtSESw0haRB1,"Tory Lanez, ",0.0121,0.524,0.505,0.00000128,0.225,-8.256,0.275,189.978,0.3
5k0XigfR3dI8VmaYo2BV2K,Into the Fire,spotify:track:5k0XigfR3dI8VmaYo2BV2K,"Foy Vance, ",0.458,0.455,0.291,0.249,0.0928,-15.399,0.0279,73.945,0.301
0FrCdLSwmmmu3iUxfj2VbZ,Tuck the Darkness In,spotify:track:0FrCdLSwmmmu3iUxfj2VbZ,"Bowerbirds, ",0.689,0.617,0.433,0.254,0.117,-9.452,0.0288,109.979,0.301
0HrrWZIJ7hR7C0JmDZ2uvN,So Amazing,spotify:track:0HrrWZIJ7hR7C0JmDZ2uvN,"Luther Vandross, ",0.49,0.626,0.356,0.000031,0.225,-13.046,0.0332,128.588,0.304
28YLWwEB6xnJQYN7e062rH,Tell Your Friends,spotify:track:28YLWwEB6xnJQYN7e062rH,"The Weeknd, ",0.246,0.584,0.455,0,0.181,-11.066,0.0488,74.634,0.306
0B2RttXEiyXsMeQ7mMP3EI,Cruel,spotify:track:0B2RttXEiyXsMeQ7mMP3EI,"Snakehips, ZAYN, ",0.0184,0.603,0.879,0,0.156,-4.098,0.124,110.125,0.307
523tBGU7AXeIATRgBIinEe,Hawt,spotify:track:523tBGU7AXeIATRgBIinEe,"Brillz, Ghastly, ",0.00415,0.64,0.989,0.0285,0.46,-2.917,0.154,127.972,0.308
2zW3XCURnRc5YICdyktGyb,Encore,spotify:track:2zW3XCURnRc5YICdyktGyb,"Mercer, ",0.0000407,0.538,0.988,0.278,0.0817,-3.778,0.19,127.935,0.309
37UloxCFaDkzfnLEVxAUtJ,Turn It Up,spotify:track:37UloxCFaDkzfnLEVxAUtJ,"Henry Fong, Mr. V, ",0.0108,0.585,0.987,0.00314,0.0648,-3.27,0.0856,127.941,0.31
7BzhqmRj3iOZXqMHqiifHr,Heartbeats,spotify:track:7BzhqmRj3iOZXqMHqiifHr,"José González, ",0.974,0.552,0.15,0.731,0.0698,-16.746,0.0347,87.485,0.311
5CrWOrBw1uglPuVI7OBWLD,D2B - Steve Aoki Remix,spotify:track:5CrWOrBw1uglPuVI7OBWLD,"Max Styler, Charlie Darker, Steve Aoki, ",0.00803,0.632,0.994,0.648,0.842,-2.49,0.103,128.04,0.312
3zDNawOBsMoGKjbiq3MIHb,We Are One - Radio Edit,spotify:track:3zDNawOBsMoGKjbiq3MIHb,"Disco Fries, Kaaze, Danyka Nadeau, ",0.0102,0.451,0.786,0,0.035,-4.309,0.0511,128.11,0.313
25SXTm4vpejjWXqQrUftkO,Someone To Love,spotify:track:25SXTm4vpejjWXqQrUftkO,"Mint Condition, ",0.215,0.525,0.567,0.00000192,0.358,-7.029,0.0356,141.877,0.314
4WCZalosPdTXmwZ5ZUOarr,Ham Hocks and Cabbage,spotify:track:4WCZalosPdTXmwZ5ZUOarr,"Christian McBride, Christian McBride Trio, ",0.696,0.557,0.104,0.899,0.1,-22.669,0.0437,123.145,0.315
430AnSE09cNCZ42bG27QyU,After All,spotify:track:430AnSE09cNCZ42bG27QyU,"Charlotte Day Wilson, ",0.387,0.736,0.458,0.000128,0.113,-7.853,0.0327,108.016,0.315
6c1mJmFYe8WG8b213tVlw8,Body Dancing,spotify:track:6c1mJmFYe8WG8b213tVlw8,"Qulinez, Belle Humble, ",0.00321,0.571,0.876,0.0000071,0.104,-7.403,0.0462,128.005,0.316
6SJ1qt2W5A4AEdxjqajMWU,I Just Wanna Love You,spotify:track:6SJ1qt2W5A4AEdxjqajMWU,"The Shires, ",0.435,0.587,0.398,0.00000523,0.155,-9.965,0.0278,145.9,0.319
3fxc2GDtIjDprOyMFABWDs,Stay With Me,spotify:track:3fxc2GDtIjDprOyMFABWDs,"Amos Lee, ",0.145,0.519,0.458,0.0171,0.113,-8.835,0.0263,108.401,0.319
0G9ndKuRExPgFmcp5SgBsp,Retreat,spotify:track:0G9ndKuRExPgFmcp5SgBsp,"Cocoon, Natalie Prass, ",0.753,0.523,0.331,0.00205,0.102,-13.149,0.0409,82.956,0.321
3NJG6vMH1ZsectZkocMEm0,Tiimmy Turner,spotify:track:3NJG6vMH1ZsectZkocMEm0,"Desiigner, ",0.181,0.597,0.743,0,0.0796,-3.095,0.042,122.798,0.321
30YeduyphaQJydQLUBXEEP,Walk The Line,spotify:track:30YeduyphaQJydQLUBXEEP,"Ben L'Oncle Soul, ",0.0671,0.321,0.51,0.0000297,0.0778,-6.815,0.0306,129.491,0.322
7oZpnpAQYHe936t9pd3HKr,When I Was a Boy,spotify:track:7oZpnpAQYHe936t9pd3HKr,"Electric Light Orchestra, ",0.843,0.237,0.462,0.0585,0.0964,-7.79,0.0308,149.178,0.323
2ZNMKkqfxJAvaxVdBF7afT,Love Song,spotify:track:2ZNMKkqfxJAvaxVdBF7afT,"Mariee Sioux, ",0.925,0.477,0.305,0.133,0.132,-11.411,0.0348,117.974,0.324
7cRpjY0KWGmfZjcePxyGSl,I'd Be Waiting,spotify:track:7cRpjY0KWGmfZjcePxyGSl,"Nathaniel Rateliff & The Night Sweats, ",0.796,0.649,0.234,0.00145,0.125,-12.739,0.0265,96.982,0.324
1tvJeJdiAudDVUemYryJAA,Anything,spotify:track:1tvJeJdiAudDVUemYryJAA,"Rodrigo Deem, Las Salinas, Emily Harder, ",0.0208,0.615,0.971,0.0108,0.126,-5.689,0.151,127.995,0.324
2qUZliZ9NHUYIAZqRNe6pZ,GOT IT GOOD,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,"KAYTRANADA, Craig David, ",0.0475,0.606,0.503,0,0.116,-6.678,0.155,80.04,0.325
6CAG3rBGPTAinoqgVD7fBJ,The Greatest,spotify:track:6CAG3rBGPTAinoqgVD7fBJ,"Cat Power, ",0.738,0.508,0.362,0.000998,0.0922,-9.688,0.0262,107.459,0.325
1U1qSHiLsuyVuGawdPfqud,Get Down,spotify:track:1U1qSHiLsuyVuGawdPfqud,"MEG \ NERAK, ",0.0131,0.535,0.993,0.00724,0.292,-1.561,0.101,127.003,0.325
0LZf48V83KyeLDu8XUS5JC,Mercury,spotify:track:0LZf48V83KyeLDu8XUS5JC,"Hugo Cantarra, ",0.00146,0.515,0.996,0.81,0.151,-4.426,0.0936,128.004,0.327
0KklLSXgYW5k4m78YaBIIt,Something Better - Two Friends Remix,spotify:track:0KklLSXgYW5k4m78YaBIIt,"Audien, Lady Antebellum, ",0.375,0.69,0.911,0.00176,0.0744,-4.422,0.0888,125.986,0.328
1V0INjB1wGgzRqX4vserR7,KillaSound,spotify:track:1V0INjB1wGgzRqX4vserR7,"Laidback Luke, ",0.00302,0.687,0.973,0.686,0.0848,-4.467,0.0455,128.019,0.33
5oYwkqmQlYM6HXmC6psUym,I Never Wanna Live Without You,spotify:track:5oYwkqmQlYM6HXmC6psUym,"Mary J. Blige, ",0.412,0.566,0.528,0,0.072,-8.879,0.0828,136.179,0.332
6bmytjj9ePNgm9ALqs1Xa7,Changes,spotify:track:6bmytjj9ePNgm9ALqs1Xa7,"Langhorne Slim, The Law, ",0.891,0.668,0.367,0.00521,0.103,-11.002,0.0285,110.21,0.332
6VbCaW5zcl9Ir5UxewNtw6,Fallen Angel - Dennis Sheperd Radio Edit,spotify:track:6VbCaW5zcl9Ir5UxewNtw6,"Dennis Sheperd, Cold Blue, Ana Criado, ",0.012,0.521,0.911,0.0167,0.261,-7.842,0.0406,131.967,0.332
3AhSSfO1Bovo84lQjJZrzZ,Send It On,spotify:track:3AhSSfO1Bovo84lQjJZrzZ,"D'Angelo, ",0.168,0.789,0.258,0.00714,0.326,-11.759,0.104,127.491,0.333
11jHKP7tpYcDrVuSctGG6o,Stolen Moments,spotify:track:11jHKP7tpYcDrVuSctGG6o,"Oliver Nelson, ",0.884,0.533,0.192,0.835,0.143,-16.904,0.0475,115.642,0.334
4CHJIqkY1bvrvfpP3qb2qi,Stitches - Acoustic Version,spotify:track:4CHJIqkY1bvrvfpP3qb2qi,"Chris Call, ",0.774,0.633,0.407,0,0.167,-9.524,0.0398,129.666,0.334
6yiCnuR7xZDaxyuU0tEPok,Ela É Carioca,spotify:track:6yiCnuR7xZDaxyuU0tEPok,"Os Cariocas, ",0.783,0.419,0.378,0,0.165,-7.679,0.0291,130.838,0.334
31isd0Re7GM2OjMWRD9R70,Negue,spotify:track:31isd0Re7GM2OjMWRD9R70,"Maria Bethânia, ",0.775,0.348,0.254,0.00438,0.362,-13.207,0.0371,172.852,0.334
2xg8KF2BrxW70v13Twxw6J,Weekend - East & Young Remix,spotify:track:2xg8KF2BrxW70v13Twxw6J,"Louis The Child, Icona Pop, East & Young, ",0.01,0.834,0.674,0.000034,0.0555,-4.476,0.0659,126.034,0.334
5NerQeQcH7IbwZOEjCenst,Do You Remember,spotify:track:5NerQeQcH7IbwZOEjCenst,"Jarryd James, ",0.181,0.649,0.333,0.000269,0.115,-9.938,0.0556,143.992,0.335
2lkR391RHqgyLF2ERdtT3x,Strung Out,spotify:track:2lkR391RHqgyLF2ERdtT3x,"Ruby Empress, ",0.0195,0.538,0.69,0.141,0.168,-7.836,0.0378,100.006,0.335
2RpOP8jT2VkotCNvdzl44i,Bring It Back,spotify:track:2RpOP8jT2VkotCNvdzl44i,"Ephwurd, ",0.000641,0.779,0.97,0.0146,0.0497,-3.047,0.347,128.064,0.335
1Vr0QupON4oPqAc2yqnfjF,WILD - Young Bombs Remix,spotify:track:1Vr0QupON4oPqAc2yqnfjF,"Troye Sivan, Alessia Cara, Young Bombs, ",0.0681,0.522,0.834,0,0.126,-2.752,0.0347,100.005,0.336
1obcO5plIza6FtGmMD9ceN,Running Out - Live From The Studio / 2016,spotify:track:1obcO5plIza6FtGmMD9ceN,"Astrid S, ",0.984,0.51,0.224,0.0000278,0.145,-7.423,0.0624,167.805,0.337
0ZNYGrmcehorhh9JOeg5Iv,Stay Alive,spotify:track:0ZNYGrmcehorhh9JOeg5Iv,"José González, ",0.736,0.718,0.302,0.163,0.0887,-12.086,0.0372,129.999,0.337
34P8D49tOZahwQRePYGEIt,The Touch,spotify:track:34P8D49tOZahwQRePYGEIt,"KOLAJ, ",0.00954,0.643,0.765,0.00317,0.0411,-6.044,0.0336,111.972,0.337
7MY77zbtJr7KOSrOza4S3L,7 Years,spotify:track:7MY77zbtJr7KOSrOza4S3L,"Lukas Graham, ",0.322,0.726,0.498,0,0.386,-5.788,0.0621,119.825,0.338
3mnZ0JehmgDBzG0vHScCRH,You're Out Wasting,spotify:track:3mnZ0JehmgDBzG0vHScCRH,"Andy Shauf, ",0.896,0.559,0.413,0.000601,0.133,-13.439,0.0338,131.174,0.338
4CpKEkdGbOJV51cSvx7SoG,Controlla,spotify:track:4CpKEkdGbOJV51cSvx7SoG,"Drake, ",0.0962,0.747,0.477,0,0.114,-11.062,0.276,93.44,0.339
4Ak6JZSh4CaPMRoXcmdE2X,A Seat at the Table,spotify:track:4Ak6JZSh4CaPMRoXcmdE2X,"J. Tillman, ",0.962,0.36,0.132,0.0461,0.12,-19.544,0.0276,94.572,0.341
5tyymOcWpbYH54XPj8HHKv,Headlights,spotify:track:5tyymOcWpbYH54XPj8HHKv,"Suspect 44, ",0.00326,0.467,0.925,0.000106,0.107,-4.43,0.0792,128.034,0.341
2QtUFjtiqu0dQsHzxMQA72,Once Upon A Time,spotify:track:2QtUFjtiqu0dQsHzxMQA72,"Kill The Buzz, Harrison, ",0.0512,0.489,0.898,0,0.341,-3.466,0.0683,129.156,0.342
4lsoraogx0H5pMYMQe9FyO,A Touch Of Silver,spotify:track:4lsoraogx0H5pMYMQe9FyO,"Nicholas Payton, ",0.845,0.515,0.519,0.696,0.102,-9.631,0.0391,128.346,0.343
3EHC0gnBrhF1HeSitN2wmD,Get Down,spotify:track:3EHC0gnBrhF1HeSitN2wmD,"Tiësto, Tony Junior, ",0.112,0.8,0.984,0.423,0.0312,-4.021,0.0974,128.052,0.346
3RVupqMb1zXl8FNG9TlWBZ,Mykonos,spotify:track:3RVupqMb1zXl8FNG9TlWBZ,"Fleet Foxes, ",0.417,0.391,0.45,0.000335,0.14,-9.251,0.0306,121.946,0.347
3ZrxDW8SSPZkGPwDggS9zh,Home from Home,spotify:track:3ZrxDW8SSPZkGPwDggS9zh,"Roo Panes, ",0.807,0.528,0.28,0.000377,0.116,-10.181,0.0368,102.061,0.347
4A57CXs3jAmyNTMAwWaV53,Believe,spotify:track:4A57CXs3jAmyNTMAwWaV53,"Mumford & Sons, ",0.035,0.362,0.668,0.0212,0.219,-5.975,0.0431,113.996,0.348
46NBoIAHrmR7qcUGCIFEjR,This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016,spotify:track:46NBoIAHrmR7qcUGCIFEjR,"David Guetta, Zara Larsson, ",0.0022,0.367,0.915,0.0000581,0.0905,-3.456,0.0488,110.169,0.348
11hqMWwX7sF3sOGdtijofF,One Dance,spotify:track:11hqMWwX7sF3sOGdtijofF,"Drake, Wizkid, Kyla, ",0.00849,0.776,0.624,0.00208,0.356,-5.815,0.0505,103.987,0.349
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),spotify:track:06KyNuuMOX1ROXRhj787tj,"Charlie Puth, Selena Gomez, ",0.621,0.728,0.563,0,0.179,-8.053,0.134,100.017,0.35
2pHMa8nz26rjjBf2a6wgY8,Quits,spotify:track:2pHMa8nz26rjjBf2a6wgY8,"Danny O'Keefe, ",0.675,0.45,0.304,0.414,0.0896,-12.395,0.0286,133.054,0.35
5Zp4SWOpbuOdnsxLqwgutt,At Home,spotify:track:5Zp4SWOpbuOdnsxLqwgutt,"Crystal Fighters, ",0.104,0.649,0.897,0.197,0.121,-4.809,0.0318,105.002,0.35
37FXw5QGFN7uwwsLy8uAc0,We Don't Talk Anymore (feat. Selena Gomez),spotify:track:37FXw5QGFN7uwwsLy8uAc0,"Charlie Puth, Selena Gomez, ",0.621,0.728,0.563,0,0.179,-8.053,0.134,100.017,0.35
5htgOWTitOzUNiVG5G0m5V,Taxis,spotify:track:5htgOWTitOzUNiVG5G0m5V,"Amanda Bergman, ",0.312,0.675,0.649,0.000437,0.23,-8.09,0.0435,120.058,0.351
7JtfxqeeErYpp9AsuThVok,Energetic,spotify:track:7JtfxqeeErYpp9AsuThVok,"Chuckie, Rivero, ",0.0137,0.634,0.855,0.928,0.0683,-4.013,0.0508,128.011,0.351
4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,"Ruth B, ",0.965,0.71,0.0565,0,0.0889,-15.099,0.0534,123.994,0.352
7Eb59n8SQ59pPFArft6W53,Close To You,spotify:track:7Eb59n8SQ59pPFArft6W53,"Dionne Warwick, Mýa, ",0.24,0.681,0.467,0,0.123,-8.637,0.0588,84.001,0.352
2ce5n5MpJQgvnAHtmfxS1C,Kuaga (Lost Time) (Radio Edit),spotify:track:2ce5n5MpJQgvnAHtmfxS1C,"Pierce Fulton, ",0.105,0.602,0.97,0.0053,0.201,-3.994,0.125,127.953,0.352
6YZCM5111nuuTooEmhsnkD,Push (feat. Andrew Wyatt) - The Chainsmokers Radio Mix,spotify:track:6YZCM5111nuuTooEmhsnkD,"A-Trak, Andrew Wyatt, The Chainsmokers, ",0.0661,0.516,0.785,0,0.253,-4.842,0.0553,128.05,0.352
